q(W/M2K),del.T,hexp,R-11,,den.l,den.v,den.diff,cp,meu,hfg,surf.tension,pgiven(Mpa),pcrtical,p_reduced,kmaterial,k_liquid,Ks/kl,dp,Pp,dp/Lp,,Re_Boiling,Bo,Re-K,,,,,,,,,,,
107000,17.03557502,6280.97378,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.111436217,0.008565713,0.094345481,,,,,,,,,,,
99000,17.02649694,5814.46673,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.103104537,0.008565713,0.094295205,,,,,,,,,,,
91000,16.87852063,5391.46777,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.094772857,0.008565713,0.093475691,,,,,,,,,,,
81000,16.5495596,4894.39006,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.084358258,0.008565713,0.091653857,,,,,,,,,,,
70000,15.91836759,4397.43583,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.072902198,0.008565713,0.088158225,,,,,,,,,,,
59000,14.52394711,4062.2566,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.061446138,0.008565713,0.080435722,,,,,,,,,,,
48500,13.38761783,3622.75056,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.050510809,0.008565713,0.074142566,,,,,,,,,,,
40000,12.43080088,3217.81359,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.041658399,0.008565713,0.068843575,,,,,,,,,,,
29500,10.85465762,2717.72736,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.030723069,0.008565713,0.060114666,,,,,,,,,,,
19400,8.31258319,2333.81123,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.020204323,0.008565713,0.046036289,,,,,,,,,,,
16300,8.190543312,1990.09997,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.016975798,0.008565713,0.045360415,,,,,,,,,,,
12100,6.648810014,1819.87453,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.012601666,0.008565713,0.036822073,,,,,,,,,,,
9500,5.829229494,1629.71796,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.00989387,0.008565713,0.032283117,,,,,,,,,,,
7400,5.17202794,1430.7734,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.007706804,0.008565713,0.02864344,,,,,,,,,,,
5600,4.409517948,1269.98009,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.005832176,0.008565713,0.024420549,,,,,,,,,,,
4000,3.770661291,1060.82188,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.003,0.033333333,,0.00416584,0.008565713,0.020882468,,,,,,,,,,,
122800,12.07530673,10169.51393,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.255782568,0.034262852,0.066874797,4,,,,,,,,,,
108000,11.03965087,9782.91807,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.224955353,0.034262852,0.061139185,,,,,,,,,,,
99000,10.37134663,9545.52996,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.206209074,0.034262852,0.057438019,,,,,,,,,,,
90000,9.783042393,9199.59215,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.187462794,0.034262852,0.054179905,,,,,,,,,,,
79500,9.048354118,8786.12828,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.165592135,0.034262852,0.050111095,,,,,,,,,,,
68800,8.345481295,8243.98229,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.143304892,0.034262852,0.046218484,,,,,,,,,,,
57400,7.588962589,7563.61615,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.119559604,0.034262852,0.042028774,,,,,,,,,,,
48800,6.867027427,7106.42276,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.101646493,0.034262852,0.038030592,,,,,,,,,,,
39700,6.039630926,6573.24934,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.082691922,0.034262852,0.033448351,,,,,,,,,,,
28800,4.878573566,5903.36491,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.059988094,0.034262852,0.027018247,,,,,,,,,,,
19500,3.742992521,5209.73523,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.040616939,0.034262852,0.020729235,,,,,,,,,,,
14600,3.167471323,4609.35507,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.030410631,0.034262852,0.017541915,,,,,,,,,,,
11500,2.80561097,4098.92894,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.023953579,0.034262852,0.01553788,,,,,,,,,,,
9500,2.553765583,3719.99688,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.019787739,0.034262852,0.014143124,,,,,,,,,,,
7600,2.291012471,3317.31062,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.015830192,0.034262852,0.012687959,,,,,,,,,,,
5700,1.948259352,2925.68851,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.011872644,0.034262852,0.010789742,,,,,,,,,,,
3600,1.637321693,2198.7127,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.007498512,0.034262852,0.009067725,,,,,,,,,,,
2050,1.53139152,1338.65179,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.00075,0.266666667,,0.004269986,0.034262852,0.008481068,,,,,,,,,,,
122000,18.02256859,6769.29037,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.254116233,0.034262852,0.099811594,5,,,,,,,,,,
111000,17.67241894,6280.97378,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.231204113,0.034262852,0.097872415,,,,,,,,,,,
99800,17.1640848,5814.46673,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.20787541,0.034262852,0.095057187,,,,,,,,,,,
90000,16.69304238,5391.46777,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.187462794,0.034262852,0.092448486,,,,,,,,,,,
78400,16.01833917,4894.39006,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.163300923,0.034262852,0.088711882,,,,,,,,,,,
68800,15.64548129,4397.43583,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.143304892,0.034262852,0.086646941,,,,,,,,,,,
61000,15.0162843,4062.2566,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.127058116,0.034262852,0.083162357,,,,,,,,,,,
49700,13.71885786,3622.75056,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.103521121,0.034262852,0.075977021,,,,,,,,,,,
39300,12.21326186,3217.81359,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.081858754,0.034262852,0.067638813,,,,,,,,,,,
28300,10.41311223,2717.72736,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.058946634,0.034262852,0.057669323,,,,,,,,,,,
20500,8.783915227,2333.81123,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.042699859,0.034262852,0.048646594,,,,,,,,,,,
14700,7.386563601,1990.09997,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.030618923,0.034262852,0.040907859,,,,,,,,,,,
12550,6.896079808,1819.87453,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.026140645,0.034262852,0.038191488,,,,,,,,,,,
9700,5.951950115,1629.71796,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.020204323,0.034262852,0.032962762,,,,,,,,,,,
7500,5.241920209,1430.7734,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.0156219,0.034262852,0.029030513,,,,,,,,,,,
5700,4.48825934,1269.98009,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.011872644,0.034262852,0.02485663,,,,,,,,,,,
3730,3.516141654,1060.82188,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.007769291,0.034262852,0.019472902,,,,,,,,,,,
1750,2.274114719,769.53022,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.0015,0.133333333,,0.00364511,0.034262852,0.012594377,,,,,,,,,,,
120000,17.8707232,6714.89333,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.249950393,0.034262852,0.098970653,6,,,,,,,,,,
108500,17.11511221,6339.42674,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.225996813,0.034262852,0.094785969,,,,,,,,,,,
99000,16.67134663,5938.33253,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.206209074,0.034262852,0.092328331,,,,,,,,,,,
90000,16.08304239,5595.95615,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.187462794,0.034262852,0.089070217,,,,,,,,,,,
79800,15.73751771,5070.68532,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.166217011,0.034262852,0.087156652,,,,,,,,,,,
70000,15.20458854,4603.87335,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.145804396,0.034262852,0.084205213,,,,,,,,,,,
58800,14.77625438,3979.35759,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.122475692,0.034262852,0.081833036,,,,,,,,,,,
47500,14.37882794,3303.46814,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.098938697,0.034262852,0.079632031,,,,,,,,,,,
38800,14.04780051,2761.99822,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.080817294,0.034262852,0.077798753,,,,,,,,,,,
29500,13.21221947,2232.78156,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.061446138,0.034262852,0.073171184,,,,,,,,,,,
24800,12.5648828,1973.75498,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.051656414,0.034262852,0.06958614,,,,,,,,,,,
20500,11.39391519,1799.20595,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.042699859,0.034262852,0.063101152,,,,,,,,,,,
14700,9.586563598,1533.39618,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.030618923,0.034262852,0.053091777,,,,,,,,,,,
11900,8.68198007,1370.65507,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.024786747,0.034262852,0.048082063,,,,,,,,,,,
9400,7.56467333,1242.6181,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.019579447,0.034262852,0.041894256,,,,,,,,,,,
7800,6.809197011,1145.50952,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.016246776,0.034262852,0.037710319,,,,,,,,,,,
6000,5.775536155,1038.86459,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.01249752,0.034262852,0.031985755,,,,,,,,,,,
4000,4.443690794,900.15264,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0002,0.003,0.066666667,,0.00833168,0.034262852,0.024609803,,,,,,,,,,,
125000,8.625336659,14492.18795,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.390547489,0.077091416,0.047768363,7,,,,,,,,,,
111000,8.082418951,13733.51229,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.34680617,0.077091416,0.044761606,,,,,,,,,,,
100000,7.702269328,12983.18661,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.312437991,0.077091416,0.042656283,,,,,,,,,,,
89000,7.222119698,12323.25186,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.278069812,0.077091416,0.039997145,,,,,,,,,,,
79000,6.722892766,11750.89396,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.246826013,0.077091416,0.037232354,,,,,,,,,,,
69000,6.143665838,11231.07959,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.215582214,0.077091416,0.034024511,,,,,,,,,,,
58400,5.529885288,10560.79773,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.182463787,0.077091416,0.030625305,,,,,,,,,,,
48500,4.969750624,9759.04098,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.151532426,0.077091416,0.027523199,,,,,,,,,,,
40000,4.646907731,8607.87481,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.124975196,0.077091416,0.025735248,,,,,,,,,,,
29200,4.294942642,6798.69382,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.091231893,0.077091416,0.023786014,,,,,,,,,,,
24800,4.124882796,6012.29204,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.077484622,0.077091416,0.022844198,,,,,,,,,,,
18700,3.660254368,5108.93455,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.058425904,0.077091416,0.020271019,,,,,,,,,,,
14500,3.318379054,4369.60328,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.045303509,0.077091416,0.018377664,,,,,,,,,,,
11250,2.747880297,4094.0648,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.035149274,0.077091416,0.015218159,,,,,,,,,,,
10000,2.519226935,3969.47169,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.031243799,0.077091416,0.013951844,,,,,,,,,,,
7600,2.101012466,3617.30362,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.023745287,0.077091416,0.011635711,,,,,,,,,,,
5800,2.007351621,2889.37919,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.018121403,0.077091416,0.011117004,,,,,,,,,,,
3650,1.666867832,2189.7357,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.00075,0.4,,0.011403987,0.077091416,0.009231355,,,,,,,,,,,
120000,18.1757232,6602.21322,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.374925589,0.077091416,0.100659787,8,,,,,,,,,,
110000,17.81649626,6174.05344,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.34368179,0.077091416,0.098670336,,,,,,,,,,,
99500,17.34180797,5737.57939,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.310875801,0.077091416,0.096041443,,,,,,,,,,,
90500,16.85350374,5369.8033,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.282756382,0.077091416,0.093337144,,,,,,,,,,,
78800,15.55020822,5067.45626,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.246201137,0.077091416,0.086119305,,,,,,,,,,,
70000,14.57008852,4804.3634,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.218706594,0.077091416,0.08069126,,,,,,,,,,,
59200,13.21812345,4478.69928,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.184963291,0.077091416,0.073203882,,,,,,,,,,,
48300,11.36706609,4249.11755,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.15090755,0.077091416,0.062952458,,,,,,,,,,,
38500,9.436023692,4080.10845,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.120288626,0.077091416,0.052258065,,,,,,,,,,,
29500,7.363119459,4006.45408,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.092169207,0.077091416,0.040778022,,,,,,,,,,,
19700,5.43207706,3626.6054,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.061550284,0.077091416,0.030083629,,,,,,,,,,,
14400,4.250186785,3388.08639,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.044991071,0.077091416,0.02353815,,,,,,,,,,,
12400,3.818341398,3247.48332,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.038742311,0.077091416,0.021146528,,,,,,,,,,,
10000,3.300126928,3030.18648,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.031243799,0.077091416,0.018276581,,,,,,,,,,,
7900,2.689189274,2937.68835,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.024682601,0.077091416,0.01489312,,,,,,,,,,,
5900,2.277343894,2590.7374,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.018433841,0.077091416,0.01261226,,,,,,,,,,,
3800,1.566406232,2425.93519,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.0015,0.2,,0.011872644,0.077091416,0.008674985,,,,,,,,,,,
125000,18.03483665,6931.03034,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.390547489,0.077091416,0.099879537,9,,,,,,,,,,
110000,17.29099626,6361.69243,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.34368179,0.077091416,0.095760041,,,,,,,,,,,
100000,16.81706931,5946.33929,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.312437991,0.077091416,0.093135365,,,,,,,,,,,
90000,16.24784239,5539.19701,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.281194192,0.077091416,0.089982904,,,,,,,,,,,
78700,16.05041598,4903.29971,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.245888699,0.077091416,0.088889528,,,,,,,,,,,
68500,15.49300448,4421.3503,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0003,0.003,0.1,,0.214020024,0.077091416,0.085802502,,,,,,,,,,,
