q(W/M2K),del.T,hexp,R-11,,den.l,den.v,den.diff,cp,meu,hfg,surf.tension,pgiven(Mpa),pcrtical,p_reduced,kmaterial,k_liquid,Ks/kl,dp,Pp,dp/Lp,,Re_Boiling,Bo,Re-K,,,,,,,,,,,
16000,2.152686169,7432.57435,,,1279.9,16.821,1263.079,1353,0.000252,195210,0.010805,342420,4060322.577,0.084333201,398,0.09,4422.222222,0.0003,0.003,0.1,,0.097575017,0.105207876,0.014920262,,,,,,,,,,,
13900,1.736761943,8003.39969,,,1279.9,16.821,1263.079,1353,0.000252,195210,0.010805,342420,4060322.577,0.084333201,398,0.09,4422.222222,0.0003,0.003,0.1,,0.084768296,0.105207876,0.012037492,,,,,,,,,,,
12200,1.427352095,8547.2954,,,1279.9,16.821,1263.079,1353,0.000252,195210,0.010805,342420,4060322.577,0.084333201,398,0.09,4422.222222,0.0003,0.003,0.1,,0.07440095,0.105207876,0.009892974,,,,,,,,,,,
10500,1.114336717,9422.64563,,,1279.9,16.821,1263.079,1353,0.000252,195210,0.010805,342420,4060322.577,0.084333201,398,0.09,4422.222222,0.0003,0.003,0.1,,0.064033605,0.105207876,0.007723465,,,,,,,,,,,
8000,0.810913292,9865.41974,,,1279.9,16.821,1263.079,1353,0.000252,195210,0.010805,342420,4060322.577,0.084333201,398,0.09,4422.222222,0.0003,0.003,0.1,,0.048787508,0.105207876,0.005620438,,,,,,,,,,,
6100,0.581062855,10498.00369,,,1279.9,16.821,1263.079,1353,0.000252,195210,0.010805,342420,4060322.577,0.084333201,398,0.09,4422.222222,0.0003,0.003,0.1,,0.037200475,0.105207876,0.004027345,,,,,,,,,,,
46375.9,9.978655237,4647.51,DI_Water,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.036569641,0.040625046,0.0186395,,,,,,,,,,,
68027.1,10.38137895,6552.8,Gangtaeo et al,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.05364266,0.040625046,0.019391763,,,,,,,,,,,
98422,11.60832546,8478.57,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.077610509,0.040625046,0.021683621,,,,,,,,,,,
145888,12.28075492,11879.4,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.115039747,0.040625046,0.022939677,,,,,,,,,,,
245400.2,13.59861509,18045.97,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.193509931,0.040625046,0.025401357,,,,,,,,,,,
349076,15.08069439,23147.21,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.275263316,0.040625046,0.028169788,,,,,,,,,,,
401122.1,15.60295829,25708.08,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.316304184,0.040625046,0.029145344,,,,,,,,,,,
500634.2,17.06653585,29334.26,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.39477429,0.040625046,0.031879215,,,,,,,,,,,
586822.6,17.69386214,33165.32,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.462738013,0.040625046,0.033051021,,,,,,,,,,,
651776.1,18.25411909,35705.7,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.513956991,0.040625046,0.034097546,,,,,,,,,,,
764195.7,19.64429538,38901.66,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.602605285,0.040625046,0.036694308,,,,,,,,,,,
833312.9,20.30870558,41032.3,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.657107541,0.040625046,0.037935384,,,,,,,,,,,
941568.7,21.39787832,44002.9,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.742472478,0.040625046,0.03996989,,,,,,,,,,,
1010686,21.90783538,46133.54,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.796974813,0.040625046,0.040922458,,,,,,,,,,,
1105618,23.00528243,48059.31,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.871833288,0.040625046,0.04297242,,,,,,,,,,,
1213873.9,23.49508691,51665.01,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,0.957198303,0.040625046,0.043887344,,,,,,,,,,,
1295898.6,24.08928231,53795.65,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,1.021878748,0.040625046,0.044997263,,,,,,,,,,,
1360852.1,25.0015313,54430.75,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,1.073097726,0.040625046,0.046701287,,,,,,,,,,,
1417061.9,25.14459551,56356.52,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,1.117421873,0.040625046,0.046968522,,,,,,,,,,,
1464527.9,25.60521032,57196.48,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,1.15485111,0.040625046,0.047828922,,,,,,,,,,,
1499502.9,26.71426887,56131.16,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0035,0.142857143,,1.18243059,0.040625046,0.049900573,,,,,,,,,,,
37632.2,8.097282201,4647.51,3.0mm_pitch,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.029674811,0.040625046,0.015125214,,,,,,,,,,,
137144.3,10.95884051,12514.49,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.108144916,0.040625046,0.020470424,,,,,,,,,,,
241236.5,12.62272196,19111.29,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.190226652,0.040625046,0.02357845,,,,,,,,,,,
318681.1,13.63483348,23372.57,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.251295467,0.040625046,0.025469011,,,,,,,,,,,
405285.8,14.55834895,27838.72,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.319587463,0.040625046,0.02719408,,,,,,,,,,,
487310.4,15.7021242,31034.68,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.384267829,0.040625046,0.02933058,,,,,,,,,,,
582658.9,16.82022253,34640.38,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.459454735,0.040625046,0.031419117,,,,,,,,,,,
677590.9,17.70712863,38266.56,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.53431321,0.040625046,0.033075802,,,,,,,,,,,
772939.4,18.55022357,41667.39,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.609500116,0.040625046,0.03465065,,,,,,,,,,,
846220.3,19.13302264,44228.26,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.667285651,0.040625046,0.035739282,,,,,,,,,,,
928661.3,19.85649572,46768.64,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.732294368,0.040625046,0.037090684,,,,,,,,,,,
1019429.7,20.66572132,49329.5,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.803869643,0.040625046,0.038602267,,,,,,,,,,,
1114361.8,21.47531035,51890.37,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.878728198,0.040625046,0.040114528,,,,,,,,,,,
1205130.2,22.22426266,54225.88,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.950303473,0.040625046,0.041513524,,,,,,,,,,,
1244268.8,22.5960196,55065.84,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,0.981166153,0.040625046,0.042207943,,,,,,,,,,,
1282991.1,23.94051925,53590.78,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.003,0.166666667,,1.01170056,0.040625046,0.044719383,,,,,,,,,,,
33468.5,5.858479948,5712.83,2.5mmpitch,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.026391532,0.040625046,0.010943272,,,,,,,,,,,
76770.8,11.32620062,6778.16,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.06053749,0.040625046,0.02115663,,,,,,,,,,,
163375.5,11.15561203,14645.14,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.128829487,0.040625046,0.020837981,,,,,,,,,,,
241236.5,11.70662834,20606.83,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.190226652,0.040625046,0.021867245,,,,,,,,,,,
332004.9,12.70185513,26138.3,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.261801928,0.040625046,0.023726266,,,,,,,,,,,
409865.8,13.7797808,29744,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.323199015,0.040625046,0.025739763,,,,,,,,,,,
483146.7,14.47839224,33370.19,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.38098455,0.040625046,0.027044726,,,,,,,,,,,
569751.4,15.05831167,37836.34,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.449276546,0.040625046,0.028127979,,,,,,,,,,,
655939.8,15.42377417,42527.84,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.51724027,0.040625046,0.02881064,,,,,,,,,,,
742544.5,16.39403421,45293.58,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.585532266,0.040625046,0.030623024,,,,,,,,,,,
816241.7,16.76253393,48694.41,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.643646074,0.040625046,0.031311359,,,,,,,,,,,
919917.6,17.58920966,52300.11,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.725399538,0.040625046,0.032855537,,,,,,,,,,,
1118941.8,18.72475603,59757.35,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.882339749,0.040625046,0.034976666,,,,,,,,,,,
1209710.2,19.48227542,62092.86,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,0.953915024,0.040625046,0.036391664,,,,,,,,,,,
1300478.6,20.11452087,64653.72,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,1.0254903,0.040625046,0.037572659,,,,,,,,,,,
1360852.1,20.57881757,66128.78,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,1.073097726,0.040625046,0.038439936,,,,,,,,,,,
1443293.1,21.14423328,68259.42,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,1.138106443,0.040625046,0.039496097,,,,,,,,,,,
1490759.1,21.56773588,69119.87,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,1.175535681,0.040625046,0.040287173,,,,,,,,,,,
1542388.9,22.1766597,69550.1,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,1.216248276,0.040625046,0.041424605,,,,,,,,,,,
1594435,23.21215787,68689.65,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.0025,0.2,,1.257289144,0.040625046,0.04335885,,,,,,,,,,,
37632.2,7.123789188,5282.61,2.0mm,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.002,0.25,,0.029674811,0.040625046,0.01330679,,,,,,,,,,,
63863.4,7.532331513,8478.57,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.002,0.25,,0.050359381,0.040625046,0.014069921,,,,,,,,,,,
93841.9,9.626034491,9748.76,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.002,0.25,,0.073998879,0.040625046,0.017980827,,,,,,,,,,,
167539.2,10.6641817,15710.46,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.002,0.25,,0.132112766,0.040625046,0.01992002,,,,,,,,,,,
236656.4,11.24949969,21037.06,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.002,0.25,,0.186615022,0.040625046,0.021013358,,,,,,,,,,,
349076,12.53922594,27838.72,,,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,390,0.6772,575.9007679,0.0005,0.002,0.25,,0.275263316,0.040625046,0.023422485,,,,,,,,,,,
